1.414213562373095145e+00,2.000000000000000000e+00
2.000000000000000000e+00,2.828427124746190291e+00
2.236067977499789805e+00,2.828427124746190291e+00
3.162277660168379523e+00,3.605551275463989125e+00
3.605551275463989125e+00,4.123105625617660586e+00
4.000000000000000000e+00,4.123105625617660586e+00
4.242640687119284770e+00,4.472135954999579610e+00
4.242640687119284770e+00,4.472135954999579610e+00
5.000000000000000000e+00,5.099019513592784492e+00
5.000000000000000000e+00,5.099019513592784492e+00
5.000000000000000000e+00,5.099019513592784492e+00
5.000000000000000000e+00,5.656854249492380582e+00
5.656854249492380582e+00,5.830951894845300743e+00
5.656854249492380582e+00,7.000000000000000000e+00
7.000000000000000000e+00,7.071067811865475505e+00
7.000000000000000000e+00,7.280109889280518054e+00
5.000000000000000000e+00,7.280109889280518054e+00
7.615773105863908654e+00,8.000000000000000000e+00
8.000000000000000000e+00,8.062257748298549132e+00
7.810249675906653977e+00,8.062257748298549132e+00
7.615773105863908654e+00,8.062257748298549132e+00
7.280109889280518054e+00,8.062257748298549132e+00
8.246211251235321171e+00,8.944271909999159220e+00
8.602325267042626677e+00,8.944271909999159220e+00
7.615773105863908654e+00,9.055385138137417300e+00
9.000000000000000000e+00,9.219544457292887074e+00
9.219544457292887074e+00,9.433981132056603158e+00
9.219544457292887074e+00,9.433981132056603158e+00
9.219544457292887074e+00,9.486832980505138124e+00
8.602325267042626677e+00,1.000000000000000000e+01
9.000000000000000000e+00,1.000000000000000000e+01
1.000000000000000000e+01,1.004987562112088995e+01
1.000000000000000000e+01,1.004987562112088995e+01
1.029563014098700080e+01,1.044030650891055068e+01
8.246211251235321171e+00,1.077032961426900748e+01
1.081665382639196871e+01,1.104536101718726115e+01
1.100000000000000000e+01,1.104536101718726115e+01
1.029563014098700080e+01,1.140175425099137918e+01
1.000000000000000000e+01,1.140175425099137918e+01
1.208304597359457233e+01,1.236931687685298087e+01
8.485281374238569541e+00,1.345362404707370985e+01
7.071067811865475505e+00,1.486606874731850603e+01
