,filename,patch_number,quadrant,0_num_points,0_avg_birth,0_max_birth,0_min_birth,0_stddev_birth,0_skew_birth,0_kurtosis_birth,0_percentile_25_birth,0_percentile_75_birth,0_iqr_birth,0_percentile_10_birth,0_percentile_20_birth,0_percentile_30_birth,0_percentile_40_birth,0_percentile_50_birth,0_percentile_60_birth,0_percentile_70_birth,0_percentile_80_birth,0_percentile_90_birth,0_avg_death,0_max_death,0_min_death,0_stddev_death,0_skew_death,0_kurtosis_death,0_percentile_25_death,0_percentile_75_death,0_iqr_death,0_percentile_10_death,0_percentile_20_death,0_percentile_30_death,0_percentile_40_death,0_percentile_50_death,0_percentile_60_death,0_percentile_70_death,0_percentile_80_death,0_percentile_90_death,0_total_persistence,0_pers_entropy,0_num_points_less_eq_-2,0_num_points_greater_-2,1_num_points,1_avg_birth,1_max_birth,1_min_birth,1_stddev_birth,1_skew_birth,1_kurtosis_birth,1_percentile_25_birth,1_percentile_75_birth,1_iqr_birth,1_percentile_10_birth,1_percentile_20_birth,1_percentile_30_birth,1_percentile_40_birth,1_percentile_50_birth,1_percentile_60_birth,1_percentile_70_birth,1_percentile_80_birth,1_percentile_90_birth,1_avg_death,1_max_death,1_min_death,1_stddev_death,1_skew_death,1_kurtosis_death,1_percentile_25_death,1_percentile_75_death,1_iqr_death,1_percentile_10_death,1_percentile_20_death,1_percentile_30_death,1_percentile_40_death,1_percentile_50_death,1_percentile_60_death,1_percentile_70_death,1_percentile_80_death,1_percentile_90_death,1_total_persistence,1_pers_entropy
144,example_ellipses_60_2.tif,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,5.721978645066957,9.219544410705566,2.8284270763397217,1.7605360061236193,0.5453598147887699,-0.5046835976660891,4.4721360206604,7.071067810058594,2.5989317893981934,3.8422204971313474,4.242640495300293,4.4721360206604,5.0,5.385164737701416,5.932380676269531,6.146835041046143,7.183095550537109,8.377708816528319,6.86061582049808,12.649110794067385,3.1622776985168457,2.3774528546845524,0.9640530871185992,0.319335426793661,5.099019527435304,8.062257766723633,2.963238239288329,4.78885440826416,5.019803905487061,5.099019527435304,5.726493167877197,6.324555397033691,6.803890419006346,7.705070114135742,8.437467002868654,10.164235496520991,42.129575490951545,2.875482465524556
145,example_ellipses_60_2.tif,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,6.690055593367545,9.433980941772464,3.0,1.7229201160045975,-0.2823430987805479,-0.7269655755829443,5.656854152679443,8.062257766723633,2.405403614044189,4.135059022903442,5.019803905487061,6.0,6.33293914794922,7.0,7.071067810058594,7.515074205398558,8.209420394897462,9.0,7.40728396754111,11.40175437927246,3.1622776985168457,1.891278331302937,-0.022814311871515,-0.6716439865644661,6.082762718200684,9.055385589599608,2.972622871398924,5.0099019527435305,5.830951690673828,6.324555397033691,7.071067810058594,7.211102485656737,7.6157732009887695,8.98328161239624,9.219544410705566,9.848857879638672,44.46815919876097,3.518979524858065
146,example_ellipses_60_2.tif,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,7.743858867221409,13.601470947265623,3.6055512428283687,2.711378621892512,0.3925408272122468,-0.7536772326196575,5.099019527435304,9.219544410705566,4.120524883270263,4.545584297180176,5.0,5.439502620697021,7.0,7.071067810058594,8.52543544769287,9.219544410705566,10.2175573348999,11.313708305358888,8.53306245803833,14.866068840026855,4.0,3.1959065265977205,0.4089289719541621,-1.0524801764081126,5.830951690673828,11.18033981323242,5.349388122558592,5.039607810974122,5.327935695648193,5.881313896179199,7.211102485656737,7.810249805450439,9.206823730468749,10.24961185455322,11.562714576721191,13.03840446472168,35.51416158676147,2.979325955181229
147,example_ellipses_60_3.tif,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,7.390185795981308,11.045360565185549,2.2360680103302,2.0576723997590816,-0.2020888780026038,0.0232114197143817,6.020690679550171,8.9860680103302,2.9653773307800293,5.099019527435304,6.0,6.114798879623413,7.071067810058594,7.211102485656737,8.0,8.062257766723633,9.219544410705566,10.1890438079834,8.127330027777573,13.0,2.8284270763397217,2.3354528409135176,-0.275097325907308,-0.4018029264389664,6.324555397033691,9.88683581352234,3.5622804164886475,5.385164737701416,6.179479789733887,6.708203792572021,7.6157732009887695,8.062257766723633,9.0882173538208,9.848857879638672,10.0,11.18033981323242,42.754365444183335,3.272516010920908
148,example_ellipses_60_3.tif,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,7.7607393110952065,17.029386520385742,3.0,3.5914227392624807,1.1273736568089894,0.8130609909747686,5.0,8.9442720413208,3.944272041320801,4.0,5.0,5.0,6.641874599456789,7.141085147857666,8.062257766723633,8.602325439453125,9.175635528564454,14.70830459594726,8.342580664542414,17.11724281311035,3.1622776985168457,3.591619474519267,0.9250119270686512,0.3665019910150868,5.385164737701416,9.758351564407349,4.373186826705933,4.4721360206604,5.099019527435304,5.88166618347168,7.211102485656737,8.062257766723633,8.7841646194458,9.369649982452392,10.0,14.890114021301269,36.0741639137268,3.304259848774091
149,example_ellipses_60_3.tif,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,7.412835597991943,14.142135620117188,3.0,2.5437897475922897,0.8466717586061552,0.5340286543674555,5.242092132568359,8.062257766723633,2.820165634155273,5.0,5.099019527435304,6.0,7.0,7.211102485656737,7.810249805450439,8.062257766723633,9.219544410705566,10.630146026611328,8.068831135244931,15.524174690246582,3.1622776985168457,2.726140607757185,0.6920172051770254,0.2554421339395318,5.830951690673828,9.693163871765137,3.8622121810913086,5.099019527435304,5.385164737701416,6.324555397033691,7.280109882354736,8.062257766723633,8.246211051940918,9.055385589599608,10.440306663513184,11.045360565185549,33.455772399902344,3.1786584419632784
150,example_ellipses_60_3.tif,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,6.437121949412606,14.142135620117188,2.0,3.018517590229804,1.0620512789212988,0.5163786537772994,4.242640495300293,7.453882217407227,3.2112417221069336,3.723885869979858,4.123105525970458,4.242640495300293,5.0,5.608058214187622,6.708203792572021,7.071067810058594,8.739104080200194,10.598642349243166,7.166034606370059,14.560219764709473,2.2360680103302,3.2224131620016743,0.9731886991297062,0.2294443989283685,5.0,8.2360680103302,3.2360680103302,4.123105525970458,4.78885440826416,5.089117574691773,5.524684333801269,6.854101896286011,7.183095550537109,7.654195880889891,9.121049118041991,13.25068635940552,32.07215690612793,3.0854091398477688
151,example_ellipses_60_3.tif,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,7.123563910430333,13.41640758514404,2.0,2.7856305420113445,0.5325636928499989,-0.1978142572502221,5.099019527435304,8.602325439453125,3.5033059120178214,4.0,4.097056198120117,5.656854152679443,6.339052009582519,7.071067810058594,7.211102485656737,8.024903106689454,9.62992515563965,11.090574455261237,7.77311606227227,14.0,2.2360680103302,3.0592524061873694,0.5015362592322393,-0.5061751619036263,5.830951690673828,9.219544410705566,3.3885927200317383,4.123105525970458,5.039607810974122,5.830951690673828,7.071067810058594,7.280109882354736,8.062257766723633,8.52543544769287,10.440306663513184,12.87203464508057,34.42626404762268,3.2309419550810783
152,example_ellipses_60_3.tif,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,6.277408231768692,10.295630455017088,3.0,1.7620316728370695,0.2471841278306095,-0.1976226445064908,5.0,7.071067810058594,2.0710678100585938,4.123105525970458,5.0,5.099019527435304,6.0,6.324555397033691,7.0,7.071067810058594,7.5486405372619645,8.544003486633299,6.887234202602453,11.313708305358888,3.1622776985168457,1.996703934096926,0.1134858844712955,-0.6543465745704502,5.385164737701416,8.544003486633299,3.158838748931883,4.242640495300293,5.099019527435304,5.385164737701416,6.179479789733887,7.071067810058594,7.280109882354736,8.062257766723633,8.59066104888916,9.219544410705566,34.760080337524414,3.430676461413258
153,example_ellipses_60_3.tif,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,7.297298619241426,11.313708305358888,4.0,1.817718764079012,0.2656811200367013,-0.133511226774829,6.0,8.485280990600588,2.485280990600588,5.077032947540284,5.794112491607666,6.0,6.941640758514405,7.211102485656737,8.0,8.231467056274415,8.520514488220215,9.400543212890623,8.226306741887873,13.0,4.123105525970458,2.090304645380072,0.1615771219076802,0.1087485520104731,7.071067810058594,9.219544410705566,2.1484766006469727,5.881313896179199,7.0,7.211102485656737,7.810249805450439,8.062257766723633,8.544003486633299,9.219544410705566,9.848857879638672,11.180529594421383,30.65726804733276,2.5981399651939547
